sequence id, heavy chain V region, heavy chain J region, Canonical H1, Canonical H2, Canonical H3, PI, frequent positional motif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_272,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,
r1_273,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_5.25-5.6875,Motif_2_GG,Motif_2_YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_274,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_7_SGY,Motif_6_SG,Motif_3_SG,Motif_5_SG,Motif_4_YD,Motif_7_SG,Motif_8_GY,Motif_4_SG,,,,,,,,,,,,,,,,,,,,,,,
r1_275,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_2,PI_3.9375-4.375,Motif_9_YYY,Motif_10_YYG,Motif_4_YDS,Motif_10_YYY,Motif_7_SGY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_3_SS,Motif_4_SS,Motif_8_YYY,Motif_10_YY,Motif_4_YD,Motif_6_SSG,Motif_7_SG,Motif_5_DS,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_4_SG,Motif_9_YY,Motif_6_SS,,,
r1_276,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_10_YYG,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_YYD,Motif_3_SG,Motif_5_SG,Motif_10_YY,Motif_4_YD,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,,,,,,
r1_277,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_4.375-4.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_278,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_7.0-14.0,Motif_10_YYG,Motif_3_YY,Motif_8_YY,Motif_3_SS,Motif_4_SS,Motif_2_GG,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,Motif_6_SS,,,,,,,,,,,,,,,,,
r1_279,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.9375-4.375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_8_YYY,Motif_10_YY,Motif_2_GS,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,,,
r1_280,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_3_SS,Motif_4_SS,Motif_2_GG,Motif_8_YYY,Motif_10_YY,Motif_6_SSG,Motif_7_SG,Motif_5_DS,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_4_SG,Motif_9_YY,Motif_6_SS,,,,,
r1_281,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_2,PI_6.125-7.0,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_3_SS,Motif_4_SS,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,Motif_6_SS,,,,,,,,,,,,,,
r1_282,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_7.0-14.0,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,
r1_283,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_2,PI_4.8125-5.25,Motif_4_YDS,Motif_7_SGY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_3_SS,Motif_4_SS,Motif_10_YY,Motif_4_YD,Motif_6_SSG,Motif_7_SG,Motif_5_DS,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_4_SG,Motif_9_YY,Motif_6_SS,,,,,,,,
r1_284,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,
r1_285,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_0,Canonical_H2_6,Canonical_H3_3,PI_4.8125-5.25,Motif_9_FD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_286,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ2*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_2,PI_3.9375-4.375,Motif_2_GG,Motif_4_YD,Motif_9_FD,Motif_8_GY,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_287,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ5*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_9_FD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_288,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ5*02,Canonical_H1_1,Canonical_H2_0,Canonical_H3_3,PI_0.0-3.5,Motif_5_DS,Motif_2_YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_289,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_6.125-7.0,Motif_3_YY,Motif_8_YY,Motif_3_YYD,Motif_10_YY,Motif_4_YD,Motif_2_GS,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,
r1_290,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_2_GG,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,
r1_291,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.9375-4.375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_2_GG,Motif_8_YYY,Motif_10_YY,Motif_2_GS,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,,
r1_292,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_4.375-4.8125,Motif_10_YYG,Motif_3_YY,Motif_8_YY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,,
r1_293,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_5.25-5.6875,Motif_10_YYG,Motif_3_YY,Motif_8_YY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,,
r1_294,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_10_YYG,Motif_3_YY,Motif_8_YY,Motif_3_YYD,Motif_10_YY,Motif_4_YD,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,
r1_295,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_6.125-7.0,Motif_9_YYY,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_9_FD,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,
r1_296,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_4.375-4.8125,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_9_FD,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,
r1_297,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_7_SGY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_3_SS,Motif_4_SS,Motif_8_YYY,Motif_10_YY,Motif_6_SSG,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_4_SG,Motif_9_YY,Motif_6_SS,,,,,,
r1_298,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,
r1_299,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_7.0-14.0,Motif_3_YY,Motif_8_YY,Motif_10_YY,Motif_5_DS,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,,,
r1_300,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_0,Canonical_H3_3,PI_3.5-3.9375,Motif_3_YY,Motif_8_YY,Motif_3_YYD,Motif_10_YY,Motif_4_YD,Motif_2_GS,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,
r1_301,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.9375-4.375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_2_GG,Motif_8_YYY,Motif_10_YY,Motif_2_GS,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,,
r1_302,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_3_SS,Motif_4_SS,Motif_8_YYY,Motif_10_YY,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_4_SG,Motif_9_YY,Motif_6_SS,,,,,,,,,
r1_303,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_6_SG,Motif_3_SG,Motif_5_SG,Motif_7_SG,Motif_4_SG,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_304,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_0,Canonical_H3_3,PI_3.5-3.9375,Motif_3_YY,Motif_8_YY,Motif_3_YYD,Motif_10_YY,Motif_4_YD,Motif_2_GS,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,
r1_305,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_4.8125-5.25,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_2_GG,Motif_8_YYY,Motif_10_YY,Motif_2_GS,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,
r1_306,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.9375-4.375,Motif_2_YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_307,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_5.6875-6.125,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_2_GG,Motif_8_YYY,Motif_10_YY,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,,,
r1_308,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_10_YYG,Motif_3_YY,Motif_8_YY,Motif_10_YY,Motif_2_YG,Motif_9_FD,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,
r1_309,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_7.0-14.0,Motif_9_YYY,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_5_DS,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,
r1_310,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_7.0-14.0,Motif_3_YY,Motif_8_YY,Motif_3_SS,Motif_4_SS,Motif_10_YY,Motif_2_YG,Motif_9_FD,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,Motif_6_SS,,,,,,,,,,,,,,,,,,
r1_311,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_5.25-5.6875,Motif_3_SS,Motif_4_SS,Motif_2_YG,Motif_6_SS,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_312,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_2,PI_0.0-3.5,Motif_7_SGY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_10_YY,Motif_4_YD,Motif_7_SG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,,,,,,,
r1_313,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_GS,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,
r1_314,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_8_YYY,Motif_10_YY,Motif_2_GS,Motif_7_SG,Motif_5_DS,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,,
r1_315,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.9375-4.375,Motif_9_YYY,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_9_FD,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,
r1_316,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_10_YYG,Motif_3_YY,Motif_8_YY,Motif_10_YY,Motif_4_YD,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,
r1_317,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.9375-4.375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_3_SS,Motif_4_SS,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,Motif_6_SS,,,,,,,,,,,,,,
r1_318,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_5.6875-6.125,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_2_GG,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,
r1_319,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_YYD,Motif_3_SG,Motif_5_SG,Motif_3_SS,Motif_4_SS,Motif_10_YY,Motif_4_YD,Motif_7_SG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_4_SG,Motif_9_YY,Motif_6_SS,,,,,,,,,,,,,
r1_320,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_2,PI_3.9375-4.375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_3_SS,Motif_4_SS,Motif_2_GG,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,Motif_6_SS,,,,,,,,,,,,,
r1_321,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_4.375-4.8125,Motif_9_YYY,Motif_10_YYY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_YYD,Motif_3_SG,Motif_5_SG,Motif_8_YYY,Motif_10_YY,Motif_4_YD,Motif_2_GS,Motif_7_SG,Motif_9_FD,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,,
r1_322,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_4.8125-5.25,Motif_3_YY,Motif_8_YY,Motif_2_GG,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,
r1_323,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_0.0-3.5,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_5_DS,Motif_2_YG,Motif_9_FD,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,
r1_324,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_6.125-7.0,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,
r1_325,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_0,Canonical_H3_3,PI_3.9375-4.375,Motif_2_GG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_326,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_4.8125-5.25,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_2_GG,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,
r1_327,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_6.125-7.0,Motif_2_YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_328,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_0,Canonical_H3_3,PI_3.5-3.9375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_2_GG,Motif_8_YYY,Motif_10_YY,Motif_5_DS,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,
r1_329,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_7.0-14.0,Motif_9_YYY,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,
r1_330,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_5.6875-6.125,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_3_SS,Motif_4_SS,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,Motif_6_SS,,,,,,,,,,,,,,
r1_331,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_4.375-4.8125,Motif_9_YYY,Motif_10_YYY,Motif_7_SGY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_8_YYY,Motif_10_YY,Motif_4_YD,Motif_7_SG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,,,
r1_332,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_2_GG,Motif_8_YYY,Motif_10_YY,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,,
r1_333,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_0,Canonical_H3_3,PI_4.375-4.8125,Motif_6_SG,Motif_3_SG,Motif_5_SG,Motif_3_SS,Motif_4_SS,Motif_4_YD,Motif_6_SSG,Motif_2_GS,Motif_7_SG,Motif_2_YG,Motif_4_SG,Motif_6_SS,,,,,,,,,,,,,,,,,,,
